instant,date,season,year,month,hour,holiday,workingday,weather,temp,atemp,hum,casual,registered,total,casual_day,registered_day,revenue_hour,revenue_day,total_rentals_hour,total_rentals_day
195,2011-01-09,Spring,2011,Jan,9,0,0,Clear/Partly Cloudy,0.12,0.0758,0.46,0,19,19,54,768,57,61776,19,822
196,2011-01-09,Spring,2011,Jan,10,0,0,Clear/Partly Cloudy,0.14,0.1061,0.43,0,49,49,54,768,147,61776,49,822
197,2011-01-09,Spring,2011,Jan,11,0,0,Clear/Partly Cloudy,0.16,0.1212,0.4,2,47,49,54,768,151,61776,49,822
198,2011-01-09,Spring,2011,Jan,12,0,0,Clear/Partly Cloudy,0.18,0.1364,0.37,4,79,83,54,768,257,61776,83,822
199,2011-01-09,Spring,2011,Jan,13,0,0,Clear/Partly Cloudy,0.2,0.1667,0.34,6,69,75,54,768,237,61776,75,822
200,2011-01-09,Spring,2011,Jan,14,0,0,Clear/Partly Cloudy,0.22,0.1818,0.32,8,64,72,54,768,232,61776,72,822
201,2011-01-09,Spring,2011,Jan,15,0,0,Clear/Partly Cloudy,0.22,0.197,0.35,5,77,82,54,768,256,61776,82,822
202,2011-01-09,Spring,2011,Jan,16,0,0,Clear/Partly Cloudy,0.2,0.1667,0.34,13,79,92,54,768,302,61776,92,822
203,2011-01-09,Spring,2011,Jan,17,0,0,Clear/Partly Cloudy,0.18,0.1515,0.37,3,59,62,54,768,192,61776,62,822
204,2011-01-09,Spring,2011,Jan,18,0,0,Clear/Partly Cloudy,0.16,0.1364,0.4,4,44,48,54,768,152,61776,48,822
205,2011-01-09,Spring,2011,Jan,19,0,0,Clear/Partly Cloudy,0.16,0.1364,0.43,1,40,41,54,768,125,61776,41,822
206,2011-01-09,Spring,2011,Jan,20,0,0,Clear/Partly Cloudy,0.14,0.1212,0.46,0,38,38,54,768,114,61776,38,822
207,2011-01-09,Spring,2011,Jan,21,0,0,Clear/Partly Cloudy,0.14,0.1061,0.46,1,19,20,54,768,62,61776,20,822
208,2011-01-09,Spring,2011,Jan,22,0,0,Clear/Partly Cloudy,0.14,0.1212,0.46,5,10,15,54,768,55,61776,15,822
209,2011-01-09,Spring,2011,Jan,23,0,0,Clear/Partly Cloudy,0.12,0.1364,0.5,0,6,6,54,768,18,61776,6,822
210,2011-01-10,Spring,2011,Jan,0,0,1,Clear/Partly Cloudy,0.12,0.1212,0.5,2,3,5,41,1280,19,97080,5,1321
211,2011-01-10,Spring,2011,Jan,1,0,1,Clear/Partly Cloudy,0.12,0.1212,0.5,1,0,1,41,1280,5,97080,1,1321
212,2011-01-10,Spring,2011,Jan,2,0,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0,3,3,41,1280,9,97080,3,1321
213,2011-01-10,Spring,2011,Jan,3,0,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0,1,1,41,1280,3,97080,1,1321
214,2011-01-10,Spring,2011,Jan,4,0,1,Clear/Partly Cloudy,0.1,0.1212,0.54,1,2,3,41,1280,11,97080,3,1321
215,2011-01-10,Spring,2011,Jan,5,0,1,Clear/Partly Cloudy,0.1,0.1061,0.54,0,3,3,41,1280,9,97080,3,1321
216,2011-01-10,Spring,2011,Jan,6,0,1,Clear/Partly Cloudy,0.12,0.1212,0.5,0,31,31,41,1280,93,97080,31,1321
217,2011-01-10,Spring,2011,Jan,7,0,1,Clear/Partly Cloudy,0.12,0.1212,0.5,2,75,77,41,1280,235,97080,77,1321
218,2011-01-10,Spring,2011,Jan,8,0,1,Mist/Cloudy,0.12,0.1212,0.5,4,184,188,41,1280,572,97080,188,1321
219,2011-01-10,Spring,2011,Jan,9,0,1,Mist/Cloudy,0.14,0.1212,0.5,2,92,94,41,1280,286,97080,94,1321
220,2011-01-10,Spring,2011,Jan,10,0,1,Mist/Cloudy,0.14,0.1212,0.5,0,31,31,41,1280,93,97080,31,1321
221,2011-01-10,Spring,2011,Jan,11,0,1,Mist/Cloudy,0.16,0.1364,0.47,2,28,30,41,1280,94,97080,30,1321
222,2011-01-10,Spring,2011,Jan,12,0,1,Mist/Cloudy,0.2,0.1818,0.4,5,47,52,41,1280,166,97080,52,1321
223,2011-01-10,Spring,2011,Jan,13,0,1,Mist/Cloudy,0.2,0.1818,0.4,4,50,54,41,1280,170,97080,54,1321
224,2011-01-10,Spring,2011,Jan,14,0,1,Mist/Cloudy,0.2,0.197,0.4,0,47,47,41,1280,141,97080,47,1321
225,2011-01-10,Spring,2011,Jan,15,0,1,Mist/Cloudy,0.2,0.197,0.4,2,43,45,41,1280,139,97080,45,1321
226,2011-01-10,Spring,2011,Jan,16,0,1,Clear/Partly Cloudy,0.2,0.2121,0.4,4,70,74,41,1280,230,97080,74,1321
227,2011-01-10,Spring,2011,Jan,17,0,1,Clear/Partly Cloudy,0.2,0.2273,0.4,4,174,178,41,1280,542,97080,178,1321
228,2011-01-10,Spring,2011,Jan,18,0,1,Clear/Partly Cloudy,0.2,0.197,0.4,1,154,155,41,1280,467,97080,155,1321
229,2011-01-10,Spring,2011,Jan,19,0,1,Clear/Partly Cloudy,0.16,0.1667,0.47,3,92,95,41,1280,291,97080,95,1321
230,2011-01-10,Spring,2011,Jan,20,0,1,Clear/Partly Cloudy,0.16,0.1667,0.5,1,73,74,41,1280,224,97080,74,1321
231,2011-01-10,Spring,2011,Jan,21,0,1,Clear/Partly Cloudy,0.14,0.1364,0.59,1,37,38,41,1280,116,97080,38,1321
232,2011-01-10,Spring,2011,Jan,22,0,1,Clear/Partly Cloudy,0.14,0.1515,0.59,2,22,24,41,1280,76,97080,24,1321
233,2011-01-10,Spring,2011,Jan,23,0,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0,18,18,41,1280,54,97080,18,1321
234,2011-01-11,Spring,2011,Jan,0,0,1,Clear/Partly Cloudy,0.14,0.1667,0.59,2,10,12,43,1220,40,93000,12,1263
235,2011-01-11,Spring,2011,Jan,1,0,1,Clear/Partly Cloudy,0.14,0.1515,0.59,0,3,3,43,1220,9,93000,3,1263
236,2011-01-11,Spring,2011,Jan,2,0,1,Mist/Cloudy,0.16,0.1515,0.55,0,3,3,43,1220,9,93000,3,1263
237,2011-01-11,Spring,2011,Jan,5,0,1,Mist/Cloudy,0.16,0.1818,0.55,0,6,6,43,1220,18,93000,6,1263
238,2011-01-11,Spring,2011,Jan,6,0,1,Mist/Cloudy,0.16,0.1818,0.55,0,27,27,43,1220,81,93000,27,1263
239,2011-01-11,Spring,2011,Jan,7,0,1,Mist/Cloudy,0.16,0.2273,0.55,2,97,99,43,1220,301,93000,99,1263
240,2011-01-11,Spring,2011,Jan,8,0,1,Mist/Cloudy,0.18,0.2121,0.51,3,214,217,43,1220,657,93000,217,1263
241,2011-01-11,Spring,2011,Jan,9,0,1,Mist/Cloudy,0.18,0.197,0.51,3,127,130,43,1220,396,93000,130,1263
242,2011-01-11,Spring,2011,Jan,10,0,1,Mist/Cloudy,0.2,0.2121,0.51,3,51,54,43,1220,168,93000,54,1263
243,2011-01-11,Spring,2011,Jan,11,0,1,Mist/Cloudy,0.2,0.2121,0.47,4,31,35,43,1220,113,93000,35,1263
244,2011-01-11,Spring,2011,Jan,12,0,1,Mist/Cloudy,0.2,0.2273,0.51,2,55,57,43,1220,175,93000,57,1263
245,2011-01-11,Spring,2011,Jan,13,0,1,Mist/Cloudy,0.2,0.2273,0.59,6,46,52,43,1220,168,93000,52,1263
246,2011-01-11,Spring,2011,Jan,14,0,1,Mist/Cloudy,0.2,0.2273,0.59,3,60,63,43,1220,195,93000,63,1263
247,2011-01-11,Spring,2011,Jan,15,0,1,Mist/Cloudy,0.16,0.197,0.8,2,45,47,43,1220,145,93000,47,1263
248,2011-01-11,Spring,2011,Jan,16,0,1,Mist/Cloudy,0.16,0.1515,0.86,4,72,76,43,1220,236,93000,76,1263
249,2011-01-11,Spring,2011,Jan,17,0,1,Mist/Cloudy,0.16,0.1515,0.86,6,130,136,43,1220,420,93000,136,1263
250,2011-01-11,Spring,2011,Jan,18,0,1,Light Snow/Rain,0.16,0.1818,0.93,1,94,95,43,1220,287,93000,95,1263
251,2011-01-11,Spring,2011,Jan,19,0,1,Light Snow/Rain,0.16,0.2273,0.93,0,51,51,43,1220,153,93000,51,1263
252,2011-01-11,Spring,2011,Jan,20,0,1,Light Snow/Rain,0.16,0.1515,0.93,0,32,32,43,1220,96,93000,32,1263
253,2011-01-11,Spring,2011,Jan,21,0,1,Light Snow/Rain,0.16,0.197,0.86,0,20,20,43,1220,60,93000,20,1263
254,2011-01-11,Spring,2011,Jan,22,0,1,Light Snow/Rain,0.16,0.1818,0.93,1,28,29,43,1220,89,93000,29,1263
255,2011-01-11,Spring,2011,Jan,23,0,1,Light Snow/Rain,0.16,0.197,0.93,1,18,19,43,1220,59,93000,19,1263
256,2011-01-12,Spring,2011,Jan,0,0,1,Mist/Cloudy,0.16,0.197,0.86,0,7,7,25,1137,21,84864,7,1162
257,2011-01-12,Spring,2011,Jan,1,0,1,Mist/Cloudy,0.16,0.1818,0.86,0,6,6,25,1137,18,84864,6,1162
258,2011-01-12,Spring,2011,Jan,2,0,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0,1,1,25,1137,3,84864,1,1162
259,2011-01-12,Spring,2011,Jan,5,0,1,Clear/Partly Cloudy,0.14,0.1515,0.86,0,5,5,25,1137,15,84864,5,1162
260,2011-01-12,Spring,2011,Jan,6,0,1,Clear/Partly Cloudy,0.12,0.1515,0.93,0,16,16,25,1137,48,84864,16,1162
261,2011-01-12,Spring,2011,Jan,7,0,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0,54,54,25,1137,162,84864,54,1162
262,2011-01-12,Spring,2011,Jan,8,0,1,Clear/Partly Cloudy,0.16,0.1667,0.59,3,125,128,25,1137,390,84864,128,1162
263,2011-01-12,Spring,2011,Jan,9,0,1,Clear/Partly Cloudy,0.16,0.1364,0.59,3,78,81,25,1137,249,84864,81,1162
264,2011-01-12,Spring,2011,Jan,10,0,1,Clear/Partly Cloudy,0.18,0.1818,0.55,0,39,39,25,1137,117,84864,39,1162
265,2011-01-12,Spring,2011,Jan,11,0,1,Clear/Partly Cloudy,0.2,0.1818,0.51,3,32,35,25,1137,111,84864,35,1162
266,2011-01-12,Spring,2011,Jan,12,0,1,Clear/Partly Cloudy,0.2,0.1515,0.47,3,52,55,25,1137,171,84864,55,1162
267,2011-01-12,Spring,2011,Jan,13,0,1,Clear/Partly Cloudy,0.22,0.197,0.44,0,49,49,25,1137,147,84864,49,1162
268,2011-01-12,Spring,2011,Jan,14,0,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0,44,44,25,1137,132,84864,44,1162
269,2011-01-12,Spring,2011,Jan,15,0,1,Clear/Partly Cloudy,0.2,0.1667,0.47,1,48,49,25,1137,149,84864,49,1162
270,2011-01-12,Spring,2011,Jan,16,0,1,Clear/Partly Cloudy,0.22,0.197,0.44,5,63,68,25,1137,214,84864,68,1162
271,2011-01-12,Spring,2011,Jan,17,0,1,Clear/Partly Cloudy,0.2,0.1818,0.47,0,139,139,25,1137,417,84864,139,1162
272,2011-01-12,Spring,2011,Jan,18,0,1,Clear/Partly Cloudy,0.2,0.1515,0.47,2,135,137,25,1137,415,84864,137,1162
273,2011-01-12,Spring,2011,Jan,19,0,1,Clear/Partly Cloudy,0.18,0.1515,0.47,1,82,83,25,1137,251,84864,83,1162
274,2011-01-12,Spring,2011,Jan,20,0,1,Clear/Partly Cloudy,0.16,0.1364,0.5,2,54,56,25,1137,172,84864,56,1162
275,2011-01-12,Spring,2011,Jan,21,0,1,Clear/Partly Cloudy,0.16,0.1364,0.55,0,57,57,25,1137,171,84864,57,1162
276,2011-01-12,Spring,2011,Jan,22,0,1,Clear/Partly Cloudy,0.16,0.1212,0.55,1,32,33,25,1137,101,84864,33,1162
277,2011-01-12,Spring,2011,Jan,23,0,1,Clear/Partly Cloudy,0.14,0.1061,0.59,1,19,20,25,1137,62,84864,20,1162
278,2011-01-13,Spring,2011,Jan,0,0,1,Clear/Partly Cloudy,0.14,0.1212,0.59,1,6,7,38,1368,23,103056,7,1406
279,2011-01-13,Spring,2011,Jan,1,0,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0,2,2,38,1368,6,103056,2,1406
280,2011-01-13,Spring,2011,Jan,2,0,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0,2,2,38,1368,6,103056,2,1406
281,2011-01-13,Spring,2011,Jan,3,0,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0,3,3,38,1368,9,103056,3,1406
282,2011-01-13,Spring,2011,Jan,4,0,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0,4,4,38,1368,12,103056,4,1406
283,2011-01-13,Spring,2011,Jan,5,0,1,Clear/Partly Cloudy,0.14,0.1212,0.5,0,3,3,38,1368,9,103056,3,1406
284,2011-01-13,Spring,2011,Jan,6,0,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0,28,28,38,1368,84,103056,28,1406
285,2011-01-13,Spring,2011,Jan,7,0,1,Clear/Partly Cloudy,0.12,0.1515,0.54,0,72,72,38,1368,216,103056,72,1406
286,2011-01-13,Spring,2011,Jan,8,0,1,Clear/Partly Cloudy,0.14,0.1364,0.5,5,197,202,38,1368,616,103056,202,1406
287,2011-01-13,Spring,2011,Jan,9,0,1,Clear/Partly Cloudy,0.14,0.1212,0.5,2,137,139,38,1368,421,103056,139,1406
288,2011-01-13,Spring,2011,Jan,10,0,1,Mist/Cloudy,0.16,0.1364,0.5,2,36,38,38,1368,118,103056,38,1406
289,2011-01-13,Spring,2011,Jan,11,0,1,Mist/Cloudy,0.2,0.1667,0.44,4,33,37,38,1368,119,103056,37,1406
290,2011-01-13,Spring,2011,Jan,12,0,1,Clear/Partly Cloudy,0.2,0.1667,0.44,3,49,52,38,1368,162,103056,52,1406
291,2011-01-13,Spring,2011,Jan,13,0,1,Clear/Partly Cloudy,0.22,0.197,0.41,2,81,83,38,1368,253,103056,83,1406
292,2011-01-13,Spring,2011,Jan,14,0,1,Clear/Partly Cloudy,0.22,0.197,0.41,3,39,42,38,1368,132,103056,42,1406
293,2011-01-13,Spring,2011,Jan,15,0,1,Clear/Partly Cloudy,0.24,0.2121,0.38,5,55,60,38,1368,190,103056,60,1406
294,2011-01-13,Spring,2011,Jan,16,0,1,Clear/Partly Cloudy,0.24,0.2121,0.38,2,76,78,38,1368,238,103056,78,1406
295,2011-01-13,Spring,2011,Jan,17,0,1,Clear/Partly Cloudy,0.2,0.1818,0.4,4,158,162,38,1368,494,103056,162,1406
296,2011-01-13,Spring,2011,Jan,18,0,1,Clear/Partly Cloudy,0.2,0.1818,0.4,3,141,144,38,1368,438,103056,144,1406
297,2011-01-13,Spring,2011,Jan,19,0,1,Clear/Partly Cloudy,0.16,0.1515,0.47,1,98,99,38,1368,299,103056,99,1406
298,2011-01-13,Spring,2011,Jan,20,0,1,Clear/Partly Cloudy,0.16,0.1515,0.47,0,64,64,38,1368,192,103056,64,1406
299,2011-01-13,Spring,2011,Jan,21,0,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0,40,40,38,1368,120,103056,40,1406
300,2011-01-13,Spring,2011,Jan,22,0,1,Clear/Partly Cloudy,0.14,0.1212,0.46,0,30,30,38,1368,90,103056,30,1406
301,2011-01-13,Spring,2011,Jan,23,0,1,Clear/Partly Cloudy,0.12,0.1364,0.5,1,14,15,38,1368,47,103056,15,1406
302,2011-01-14,Spring,2011,Jan,0,0,1,Clear/Partly Cloudy,0.12,0.1364,0.5,0,14,14,54,1367,42,104904,14,1421
303,2011-01-14,Spring,2011,Jan,1,0,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0,5,5,54,1367,15,104904,5,1421
304,2011-01-14,Spring,2011,Jan,2,0,1,Clear/Partly Cloudy,0.1,0.1212,0.54,0,1,1,54,1367,3,104904,1,1421
305,2011-01-14,Spring,2011,Jan,3,0,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0,1,1,54,1367,3,104904,1,1421
306,2011-01-14,Spring,2011,Jan,5,0,1,Clear/Partly Cloudy,0.1,0.1364,0.54,0,8,8,54,1367,24,104904,8,1421
307,2011-01-14,Spring,2011,Jan,6,0,1,Clear/Partly Cloudy,0.1,0.1818,0.54,0,17,17,54,1367,51,104904,17,1421
308,2011-01-14,Spring,2011,Jan,7,0,1,Clear/Partly Cloudy,0.1,0.1212,0.74,0,70,70,54,1367,210,104904,70,1421
309,2011-01-14,Spring,2011,Jan,8,0,1,Clear/Partly Cloudy,0.12,0.1667,0.68,2,156,158,54,1367,478,104904,158,1421
310,2011-01-14,Spring,2011,Jan,9,0,1,Clear/Partly Cloudy,0.14,0.1515,0.69,0,117,117,54,1367,351,104904,117,1421
311,2011-01-14,Spring,2011,Jan,10,0,1,Clear/Partly Cloudy,0.18,0.1818,0.55,4,40,44,54,1367,140,104904,44,1421
312,2011-01-14,Spring,2011,Jan,11,0,1,Clear/Partly Cloudy,0.18,0.1667,0.51,6,47,53,54,1367,171,104904,53,1421
313,2011-01-14,Spring,2011,Jan,12,0,1,Clear/Partly Cloudy,0.2,0.197,0.44,2,59,61,54,1367,187,104904,61,1421
314,2011-01-14,Spring,2011,Jan,13,0,1,Clear/Partly Cloudy,0.22,0.197,0.37,4,73,77,54,1367,239,104904,77,1421
315,2011-01-14,Spring,2011,Jan,14,0,1,Clear/Partly Cloudy,0.22,0.2121,0.41,5,59,64,54,1367,202,104904,64,1421
316,2011-01-14,Spring,2011,Jan,15,0,1,Clear/Partly Cloudy,0.24,0.2424,0.38,9,59,68,54,1367,222,104904,68,1421
317,2011-01-14,Spring,2011,Jan,16,0,1,Clear/Partly Cloudy,0.22,0.2424,0.41,3,87,90,54,1367,276,104904,90,1421
318,2011-01-14,Spring,2011,Jan,17,0,1,Clear/Partly Cloudy,0.22,0.2273,0.41,4,155,159,54,1367,485,104904,159,1421
319,2011-01-14,Spring,2011,Jan,18,0,1,Clear/Partly Cloudy,0.2,0.2576,0.47,5,134,139,54,1367,427,104904,139,1421
320,2011-01-14,Spring,2011,Jan,19,0,1,Clear/Partly Cloudy,0.16,0.197,0.59,3,89,92,54,1367,282,104904,92,1421
321,2011-01-14,Spring,2011,Jan,20,0,1,Clear/Partly Cloudy,0.18,0.2424,0.59,0,68,68,54,1367,204,104904,68,1421
322,2011-01-14,Spring,2011,Jan,21,0,1,Clear/Partly Cloudy,0.16,0.2273,0.69,4,48,52,54,1367,164,104904,52,1421
323,2011-01-14,Spring,2011,Jan,22,0,1,Mist/Cloudy,0.16,0.2273,0.69,2,34,36,54,1367,112,104904,36,1421
324,2011-01-14,Spring,2011,Jan,23,0,1,Mist/Cloudy,0.18,0.2424,0.55,1,26,27,54,1367,83,104904,27,1421
325,2011-01-15,Spring,2011,Jan,0,0,0,Clear/Partly Cloudy,0.18,0.2424,0.55,3,25,28,222,1026,90,100512,28,1248
326,2011-01-15,Spring,2011,Jan,1,0,0,Mist/Cloudy,0.16,0.197,0.59,2,18,20,222,1026,64,100512,20,1248
327,2011-01-15,Spring,2011,Jan,2,0,0,Mist/Cloudy,0.16,0.197,0.59,0,12,12,222,1026,36,100512,12,1248
328,2011-01-15,Spring,2011,Jan,3,0,0,Mist/Cloudy,0.16,0.2273,0.59,1,7,8,222,1026,26,100512,8,1248
329,2011-01-15,Spring,2011,Jan,4,0,0,Mist/Cloudy,0.16,0.2273,0.59,0,5,5,222,1026,15,100512,5,1248
330,2011-01-15,Spring,2011,Jan,5,0,0,Clear/Partly Cloudy,0.16,0.2273,0.59,0,1,1,222,1026,3,100512,1,1248
331,2011-01-15,Spring,2011,Jan,6,0,0,Clear/Partly Cloudy,0.14,0.1667,0.63,1,2,3,222,1026,11,100512,3,1248
332,2011-01-15,Spring,2011,Jan,7,0,0,Clear/Partly Cloudy,0.14,0.2121,0.63,1,9,10,222,1026,32,100512,10,1248
333,2011-01-15,Spring,2011,Jan,8,0,0,Clear/Partly Cloudy,0.14,0.1515,0.63,1,22,23,222,1026,71,100512,23,1248
334,2011-01-15,Spring,2011,Jan,9,0,0,Clear/Partly Cloudy,0.16,0.1818,0.64,2,31,33,222,1026,103,100512,33,1248
335,2011-01-15,Spring,2011,Jan,10,0,0,Clear/Partly Cloudy,0.18,0.197,0.59,2,57,59,222,1026,181,100512,59,1248
336,2011-01-15,Spring,2011,Jan,11,0,0,Clear/Partly Cloudy,0.2,0.197,0.55,18,54,72,222,1026,252,100512,72,1248
337,2011-01-15,Spring,2011,Jan,12,0,0,Clear/Partly Cloudy,0.24,0.2273,0.48,15,74,89,222,1026,297,100512,89,1248
338,2011-01-15,Spring,2011,Jan,13,0,0,Clear/Partly Cloudy,0.28,0.2576,0.38,21,80,101,222,1026,345,100512,101,1248
339,2011-01-15,Spring,2011,Jan,14,0,0,Clear/Partly Cloudy,0.3,0.2879,0.39,26,92,118,222,1026,406,100512,118,1248
340,2011-01-15,Spring,2011,Jan,15,0,0,Mist/Cloudy,0.32,0.3182,0.36,21,108,129,222,1026,429,100512,129,1248
341,2011-01-15,Spring,2011,Jan,16,0,0,Mist/Cloudy,0.34,0.3333,0.34,33,95,128,222,1026,450,100512,128,1248
342,2011-01-15,Spring,2011,Jan,17,0,0,Mist/Cloudy,0.32,0.303,0.36,29,54,83,222,1026,307,100512,83,1248
343,2011-01-15,Spring,2011,Jan,18,0,0,Mist/Cloudy,0.3,0.2879,0.45,15,69,84,222,1026,282,100512,84,1248
344,2011-01-15,Spring,2011,Jan,19,0,0,Mist/Cloudy,0.32,0.303,0.39,14,60,74,222,1026,250,100512,74,1248
345,2011-01-15,Spring,2011,Jan,20,0,0,Mist/Cloudy,0.32,0.303,0.39,6,35,41,222,1026,135,100512,41,1248
346,2011-01-15,Spring,2011,Jan,21,0,0,Mist/Cloudy,0.32,0.303,0.39,6,51,57,222,1026,183,100512,57,1248
347,2011-01-15,Spring,2011,Jan,22,0,0,Mist/Cloudy,0.3,0.3182,0.42,0,26,26,222,1026,78,100512,26,1248
348,2011-01-15,Spring,2011,Jan,23,0,0,Clear/Partly Cloudy,0.3,0.2879,0.45,5,39,44,222,1026,142,100512,44,1248
349,2011-01-16,Spring,2011,Jan,0,0,0,Clear/Partly Cloudy,0.26,0.303,0.56,6,33,39,251,953,129,98736,39,1204
350,2011-01-16,Spring,2011,Jan,1,0,0,Clear/Partly Cloudy,0.26,0.2727,0.56,4,19,23,251,953,77,98736,23,1204
351,2011-01-16,Spring,2011,Jan,2,0,0,Clear/Partly Cloudy,0.26,0.2879,0.56,3,13,16,251,953,54,98736,16,1204
352,2011-01-16,Spring,2011,Jan,3,0,0,Clear/Partly Cloudy,0.22,0.2727,0.69,9,6,15,251,953,63,98736,15,1204
353,2011-01-16,Spring,2011,Jan,4,0,0,Clear/Partly Cloudy,0.26,0.2576,0.56,0,1,1,251,953,3,98736,1,1204
354,2011-01-16,Spring,2011,Jan,5,0,0,Mist/Cloudy,0.26,0.2576,0.56,1,1,2,251,953,8,98736,2,1204
355,2011-01-16,Spring,2011,Jan,6,0,0,Mist/Cloudy,0.26,0.2576,0.56,0,1,1,251,953,3,98736,1,1204
356,2011-01-16,Spring,2011,Jan,7,0,0,Mist/Cloudy,0.24,0.2121,0.56,0,3,3,251,953,9,98736,3,1204
357,2011-01-16,Spring,2011,Jan,8,0,0,Clear/Partly Cloudy,0.22,0.2121,0.55,0,18,18,251,953,54,98736,18,1204
358,2011-01-16,Spring,2011,Jan,9,0,0,Clear/Partly Cloudy,0.22,0.2121,0.51,3,29,32,251,953,102,98736,32,1204
359,2011-01-16,Spring,2011,Jan,10,0,0,Clear/Partly Cloudy,0.22,0.2121,0.51,8,71,79,251,953,253,98736,79,1204
360,2011-01-16,Spring,2011,Jan,11,0,0,Clear/Partly Cloudy,0.24,0.2273,0.44,23,70,93,251,953,325,98736,93,1204
361,2011-01-16,Spring,2011,Jan,12,0,0,Clear/Partly Cloudy,0.24,0.2121,0.41,29,75,104,251,953,370,98736,104,1204
362,2011-01-16,Spring,2011,Jan,13,0,0,Clear/Partly Cloudy,0.26,0.2273,0.35,23,95,118,251,953,400,98736,118,1204
363,2011-01-16,Spring,2011,Jan,14,0,0,Clear/Partly Cloudy,0.28,0.2727,0.36,22,69,91,251,953,317,98736,91,1204
364,2011-01-16,Spring,2011,Jan,15,0,0,Clear/Partly Cloudy,0.26,0.2424,0.38,35,78,113,251,953,409,98736,113,1204
365,2011-01-16,Spring,2011,Jan,16,0,0,Clear/Partly Cloudy,0.24,0.2273,0.38,22,77,99,251,953,341,98736,99,1204
366,2011-01-16,Spring,2011,Jan,17,0,0,Clear/Partly Cloudy,0.22,0.2121,0.37,23,82,105,251,953,361,98736,105,1204
367,2011-01-16,Spring,2011,Jan,18,0,0,Clear/Partly Cloudy,0.2,0.2121,0.4,11,56,67,251,953,223,98736,67,1204
368,2011-01-16,Spring,2011,Jan,19,0,0,Clear/Partly Cloudy,0.18,0.197,0.47,14,47,61,251,953,211,98736,61,1204
369,2011-01-16,Spring,2011,Jan,20,0,0,Clear/Partly Cloudy,0.18,0.197,0.47,7,50,57,251,953,185,98736,57,1204
370,2011-01-16,Spring,2011,Jan,21,0,0,Clear/Partly Cloudy,0.18,0.197,0.51,6,22,28,251,953,96,98736,28,1204
371,2011-01-16,Spring,2011,Jan,22,0,0,Mist/Cloudy,0.2,0.2121,0.49,2,19,21,251,953,67,98736,21,1204
372,2011-01-16,Spring,2011,Jan,23,0,0,Mist/Cloudy,0.2,0.2273,0.4,0,18,18,251,953,54,98736,18,1204
373,2011-01-17,Spring,2011,Jan,0,1,0,Mist/Cloudy,0.2,0.197,0.47,1,16,17,117,883,53,77616,17,1000
374,2011-01-17,Spring,2011,Jan,1,1,0,Mist/Cloudy,0.2,0.197,0.44,1,15,16,117,883,50,77616,16,1000
375,2011-01-17,Spring,2011,Jan,2,1,0,Mist/Cloudy,0.18,0.1667,0.43,0,8,8,117,883,24,77616,8,1000
376,2011-01-17,Spring,2011,Jan,3,1,0,Mist/Cloudy,0.18,0.1818,0.43,0,2,2,117,883,6,77616,2,1000
377,2011-01-17,Spring,2011,Jan,4,1,0,Mist/Cloudy,0.18,0.197,0.43,1,2,3,117,883,11,77616,3,1000
378,2011-01-17,Spring,2011,Jan,5,1,0,Mist/Cloudy,0.18,0.197,0.43,0,1,1,117,883,3,77616,1,1000
379,2011-01-17,Spring,2011,Jan,6,1,0,Mist/Cloudy,0.18,0.1818,0.43,0,5,5,117,883,15,77616,5,1000
380,2011-01-17,Spring,2011,Jan,7,1,0,Mist/Cloudy,0.16,0.1818,0.5,4,9,13,117,883,47,77616,13,1000
381,2011-01-17,Spring,2011,Jan,8,1,0,Mist/Cloudy,0.16,0.1515,0.47,3,30,33,117,883,105,77616,33,1000
382,2011-01-17,Spring,2011,Jan,9,1,0,Mist/Cloudy,0.16,0.1515,0.47,8,39,47,117,883,157,77616,47,1000
383,2011-01-17,Spring,2011,Jan,10,1,0,Mist/Cloudy,0.16,0.1515,0.5,7,50,57,117,883,185,77616,57,1000
384,2011-01-17,Spring,2011,Jan,11,1,0,Mist/Cloudy,0.16,0.1515,0.55,9,55,64,117,883,210,77616,64,1000
385,2011-01-17,Spring,2011,Jan,12,1,0,Mist/Cloudy,0.18,0.197,0.47,10,70,80,117,883,260,77616,80,1000
386,2011-01-17,Spring,2011,Jan,13,1,0,Mist/Cloudy,0.18,0.197,0.47,13,80,93,117,883,305,77616,93,1000
387,2011-01-17,Spring,2011,Jan,14,1,0,Mist/Cloudy,0.18,0.2121,0.43,12,74,86,117,883,282,77616,86,1000
388,2011-01-17,Spring,2011,Jan,15,1,0,Mist/Cloudy,0.2,0.2121,0.47,21,72,93,117,883,321,77616,93,1000
